1	208
2	229
3	201
4	199
5	226
6	217
7	214
8	228
9	221
10	216
11	218
12	219
13	228
14	237
15	221
16	225
17	220
18	210
19	225
20	247
21	191
22	221
23	223
24	213
25	200
26	235
27	204
28	213
29	208
30	219
31	218
32	232
33	205
34	204
35	221
36	208
37	219
38	199
39	218
40	203
41	211
42	200
43	170
44	160
45	183
46	156
47	159
48	179
49	185
50	121
51	114
52	124
53	106
54	100
55	90
56	54
57	53
58	58
59	62
